,X0.790106951871658,X0.836898395721925,X0.767379679144385,X0.78475935828877,X0.802139037433155,X0.78475935828877.1,X0.792780748663102,X0.792780748663102.1,X0.795454545454545
1,0.7901069518716579,0.836898395721925,0.767379679144385,0.78475935828877,0.8021390374331551,0.78475935828877,0.7927807486631021,0.7927807486631021,0.795454545454545
