,X0.803475935828877,X0.848930481283422,X0.794117647058823,X0.788770053475936,X0.810160427807487,X0.786096256684492,X0.811497326203209,X0.808823529411765,X0.811497326203209.1
1,0.8034759358288771,0.848930481283422,0.7941176470588229,0.7887700534759359,0.8101604278074871,0.7860962566844921,0.8114973262032091,0.808823529411765,0.8114973262032091
