,X0.912,X0.909333333333333,X0.917333333333333,X0.917333333333333.1,X0.942666666666667,X0.932,X0.916,X0.933333333333333,X0.913333333333333
1,0.912,0.909333333333333,0.917333333333333,0.917333333333333,0.942666666666667,0.932,0.9159999999999999,0.933333333333333,0.913333333333333
