,X0.904,X0.910666666666667,X0.904.1,X0.916,X0.941333333333333,X0.930666666666667,X0.916.1,X0.926666666666667,X0.913333333333333
1,0.904,0.9106666666666671,0.904,0.9159999999999999,0.941333333333333,0.930666666666667,0.9159999999999999,0.926666666666667,0.913333333333333
