,X0.913333333333333,X0.914666666666667,X0.916,X0.913333333333333.1,X0.948,X0.938666666666667,X0.909333333333333,X0.926666666666667,X0.916.1
1,0.913333333333333,0.914666666666667,0.9159999999999999,0.913333333333333,0.948,0.938666666666667,0.909333333333333,0.926666666666667,0.9159999999999999
