,X0.814814814814815,X0.818783068783069,X0.813492063492063,X0.828042328042328,X0.796296296296296,X0.832010582010582,X0.826719576719577,X0.838624338624339,X0.798941798941799
1,0.8148148148148149,0.8187830687830691,0.8134920634920629,0.828042328042328,0.796296296296296,0.8320105820105821,0.826719576719577,0.838624338624339,0.7989417989417991
