,X0.990430622009569,X0.973684210526316,X0.971291866028708,X0.966507177033493,X0.966507177033493.1,X0.971291866028708.1,X0.983253588516746,X0.980861244019139,X0.985645933014354
1,0.9904306220095691,0.9736842105263158,0.9712918660287081,0.9665071770334929,0.9665071770334929,0.9712918660287081,0.983253588516746,0.9808612440191391,0.985645933014354
