,X0.983253588516746,X0.966507177033493,X0.966507177033493.1,X0.954545454545455,X0.961722488038278,X0.949760765550239,X0.973684210526316,X0.976076555023923,X0.983253588516746.1
1,0.983253588516746,0.9665071770334929,0.9665071770334929,0.954545454545455,0.961722488038278,0.9497607655502391,0.9736842105263158,0.9760765550239229,0.983253588516746
