,X0.985645933014354,X0.9688995215311,X0.964114832535885,X0.95933014354067,X0.961722488038278,X0.964114832535885.1,X0.976076555023923,X0.983253588516746,X0.985645933014354.1
1,0.985645933014354,0.9688995215310999,0.9641148325358849,0.95933014354067,0.961722488038278,0.9641148325358849,0.9760765550239229,0.983253588516746,0.985645933014354
