,X0.780141843971631,X0.769503546099291,X0.780141843971631.1,X0.737588652482269,X0.783687943262411,X0.812056737588652,X0.797872340425532,X0.776595744680851,X0.797872340425532.1
1,0.7801418439716309,0.7695035460992908,0.7801418439716309,0.7375886524822691,0.7836879432624109,0.8120567375886519,0.797872340425532,0.7765957446808509,0.797872340425532
