,X0.780141843971631,X0.783687943262411,X0.780141843971631.1,X0.75886524822695,X0.787234042553192,X0.797872340425532,X0.790780141843972,X0.776595744680851,X0.794326241134752
1,0.7801418439716309,0.7836879432624109,0.7801418439716309,0.75886524822695,0.7872340425531921,0.797872340425532,0.790780141843972,0.7765957446808509,0.794326241134752
