,X0.773049645390071,X0.783687943262411,X0.765957446808511,X0.75886524822695,X0.780141843971631,X0.804964539007092,X0.780141843971631.1,X0.780141843971631.2,X0.797872340425532
1,0.7730496453900709,0.7836879432624109,0.765957446808511,0.75886524822695,0.7801418439716309,0.804964539007092,0.7801418439716309,0.7801418439716309,0.797872340425532
