,X0.794326241134752,X0.765957446808511,X0.765957446808511.1,X0.74113475177305,X0.801418439716312,X0.812056737588652,X0.804964539007092,X0.794326241134752.1,X0.822695035460993
1,0.794326241134752,0.765957446808511,0.765957446808511,0.74113475177305,0.801418439716312,0.8120567375886519,0.804964539007092,0.794326241134752,0.8226950354609929
