,X0.777777777777778,X0.779100529100529,X0.777777777777778.1,X0.772486772486772,X0.743386243386243,X0.772486772486772.1,X0.787037037037037,X0.804232804232804,X0.760582010582011
1,0.7777777777777779,0.7791005291005291,0.7777777777777779,0.7724867724867719,0.743386243386243,0.7724867724867719,0.787037037037037,0.8042328042328041,0.760582010582011
