,X0.777777777777778,X0.781746031746032,X0.78042328042328,X0.791005291005291,X0.746031746031746,X0.777777777777778.1,X0.784391534391534,X0.796296296296296,X0.753968253968254
1,0.7777777777777779,0.781746031746032,0.78042328042328,0.7910052910052909,0.7460317460317459,0.7777777777777779,0.7843915343915341,0.796296296296296,0.7539682539682541
