,X0.777777777777778,X0.785714285714286,X0.78042328042328,X0.783068783068783,X0.756613756613757,X0.76984126984127,X0.80026455026455,X0.813492063492063,X0.76984126984127.1
1,0.7777777777777779,0.7857142857142858,0.78042328042328,0.783068783068783,0.756613756613757,0.76984126984127,0.80026455026455,0.8134920634920629,0.76984126984127
