,X0.698581560283688,X0.702127659574468,X0.648936170212766,X0.648936170212766.1,X0.716312056737589,X0.709219858156028,X0.74113475177305,X0.670212765957447,X0.719858156028369
1,0.698581560283688,0.702127659574468,0.6489361702127661,0.6489361702127661,0.7163120567375891,0.709219858156028,0.74113475177305,0.6702127659574469,0.7198581560283691
