,X0.759701492537313,X0.77910447761194,X0.758208955223881,X0.773134328358209,X0.794029850746269,X0.776119402985075,X0.776119402985075.1,X0.782089552238806,X0.776119402985075.2
1,0.759701492537313,0.7791044776119399,0.758208955223881,0.7731343283582092,0.7940298507462691,0.776119402985075,0.776119402985075,0.7820895522388059,0.776119402985075
