,X0.774626865671642,X0.77910447761194,X0.774626865671642.1,X0.785074626865672,X0.794029850746269,X0.76865671641791,X0.816417910447761,X0.817910447761194,X0.797014925373134
1,0.7746268656716421,0.7791044776119399,0.7746268656716421,0.785074626865672,0.7940298507462691,0.76865671641791,0.816417910447761,0.8179104477611941,0.797014925373134
