,X0.765671641791045,X0.780597014925373,X0.756716417910448,X0.77910447761194,X0.791044776119403,X0.767164179104478,X0.780597014925373.1,X0.786567164179104,X0.785074626865672
1,0.7656716417910451,0.7805970149253729,0.756716417910448,0.7791044776119399,0.7910447761194029,0.7671641791044781,0.7805970149253729,0.786567164179104,0.785074626865672
