,X0.767164179104478,X0.767164179104478.1,X0.762686567164179,X0.777611940298507,X0.785074626865672,X0.761194029850746,X0.780597014925373,X0.785074626865672.1,X0.786567164179104
1,0.7671641791044781,0.7671641791044781,0.762686567164179,0.7776119402985071,0.785074626865672,0.7611940298507459,0.7805970149253729,0.785074626865672,0.786567164179104
