,0
0,0.9805970149253732
1,0.9746268656716418
2,0.9865671641791044
3,0.9820895522388059
4,0.9820895522388059
5,0.9731343283582088
6,0.9731343283582088
7,0.98955223880597
8,0.9820895522388059
