,X0.983727810650888,X0.983727810650888.1,X0.980769230769231,X0.983727810650888.2,X0.976331360946746,X0.99112426035503,X0.97189349112426,X0.985207100591716,X0.977810650887574
1,0.983727810650888,0.983727810650888,0.9807692307692311,0.983727810650888,0.976331360946746,0.99112426035503,0.9718934911242599,0.9852071005917159,0.9778106508875741
