,X0.986686390532544,X0.988165680473373,X0.985207100591716,X0.988165680473373.1,X0.977810650887574,X0.994082840236686,X0.977810650887574.1,X0.99112426035503,X0.99112426035503.1
1,0.9866863905325441,0.9881656804733729,0.9852071005917159,0.9881656804733729,0.9778106508875741,0.9940828402366859,0.9778106508875741,0.99112426035503,0.99112426035503
