,X0.988165680473373,X0.986686390532544,X0.983727810650888,X0.988165680473373.1,X0.979289940828402,X0.992603550295858,X0.985207100591716,X0.99112426035503,X0.992603550295858.1
1,0.9881656804733729,0.9866863905325441,0.983727810650888,0.9881656804733729,0.979289940828402,0.9926035502958579,0.9852071005917159,0.99112426035503,0.9926035502958579
