,X0.659574468085106,X0.705673758865248,X0.680851063829787,X0.606382978723404,X0.663120567375887,X0.659574468085106.1,X0.670212765957447,X0.631205673758865,X0.659574468085106.2
1,0.6595744680851059,0.705673758865248,0.6808510638297869,0.606382978723404,0.6631205673758871,0.6595744680851059,0.6702127659574469,0.631205673758865,0.6595744680851059
