,X0.627659574468085,X0.670212765957447,X0.634751773049645,X0.585106382978723,X0.631205673758865,X0.631205673758865.1,X0.670212765957447.1,X0.645390070921986,X0.645390070921986.1
1,0.627659574468085,0.6702127659574469,0.634751773049645,0.5851063829787231,0.631205673758865,0.631205673758865,0.6702127659574469,0.645390070921986,0.645390070921986
