,X0.833787465940054,X0.828337874659401,X0.843324250681199,X0.817438692098093,X0.82016348773842,X0.839237057220708,X0.817438692098093.1,X0.817438692098093.2,X0.821525885558583
1,0.833787465940054,0.8283378746594009,0.8433242506811991,0.8174386920980931,0.8201634877384201,0.839237057220708,0.8174386920980931,0.8174386920980931,0.821525885558583
