,X0.848773841961853,X0.843324250681199,X0.850136239782016,X0.833787465940054,X0.825613079019074,X0.837874659400545,X0.833787465940054.1,X0.843324250681199.1,X0.837874659400545.1
1,0.848773841961853,0.8433242506811991,0.850136239782016,0.833787465940054,0.8256130790190741,0.8378746594005451,0.833787465940054,0.8433242506811991,0.8378746594005451
