,0
0,0.7234332425068121
1,0.7547683923705722
2,0.7479564032697548
3,0.7016348773841962
4,0.7152588555858309
5,0.7316076294277929
6,0.7261580381471391
7,0.7029972752043597
8,0.7397820163487738
