,X0.701634877384196,X0.735694822888283,X0.735694822888283.1,X0.674386920980926,X0.692098092643052,X0.717983651226158,X0.716621253405995,X0.690735694822888,X0.724795640326976
1,0.701634877384196,0.735694822888283,0.735694822888283,0.674386920980926,0.692098092643052,0.717983651226158,0.7166212534059949,0.6907356948228879,0.7247956403269759
