,X0.738666666666667,X0.710666666666667,X0.752,X0.725333333333333,X0.732,X0.706666666666667,X0.762666666666667,X0.762666666666667.1,X0.725333333333333.1
1,0.738666666666667,0.710666666666667,0.752,0.7253333333333329,0.732,0.706666666666667,0.762666666666667,0.762666666666667,0.7253333333333329
