,X0.955263157894737,X0.957894736842105,X0.963157894736842,X0.981578947368421,X0.973684210526316,X0.963157894736842.1,X0.952631578947368,X0.952631578947368.1,X0.968421052631579
1,0.9552631578947371,0.9578947368421049,0.9631578947368421,0.981578947368421,0.9736842105263158,0.9631578947368421,0.9526315789473679,0.9526315789473679,0.9684210526315791
