,X0.971052631578947,X0.976315789473684,X0.978947368421053,X0.973684210526316,X0.976315789473684.1,X0.965789473684211,X0.963157894736842,X0.955263157894737,X0.981578947368421
1,0.9710526315789471,0.9763157894736841,0.978947368421053,0.9736842105263158,0.9763157894736841,0.965789473684211,0.9631578947368421,0.9552631578947371,0.981578947368421
