,X0.963157894736842,X0.960526315789474,X0.960526315789474.1,X0.973684210526316,X0.973684210526316.1,X0.965789473684211,X0.960526315789474.2,X0.952631578947368,X0.976315789473684
1,0.9631578947368421,0.9605263157894741,0.9605263157894741,0.9736842105263158,0.9736842105263158,0.965789473684211,0.9605263157894741,0.9526315789473679,0.9763157894736841
