,X0.581578947368421,X0.518421052631579,X0.592105263157895,X0.671052631578947,X0.607894736842105,X0.626315789473684,X0.568421052631579,X0.655263157894737,X0.581578947368421.1
1,0.5815789473684211,0.518421052631579,0.592105263157895,0.671052631578947,0.607894736842105,0.6263157894736839,0.5684210526315789,0.6552631578947371,0.5815789473684211
