,X0.666666666666667,X0.712765957446808,X0.663120567375887,X0.652482269503546,X0.737588652482269,X0.709219858156028,X0.734042553191489,X0.684397163120567,X0.709219858156028.1
1,0.666666666666667,0.7127659574468079,0.6631205673758871,0.6524822695035459,0.7375886524822691,0.709219858156028,0.734042553191489,0.6843971631205671,0.709219858156028
