,X0.656028368794326,X0.716312056737589,X0.695035460992908,X0.641843971631206,X0.705673758865248,X0.698581560283688,X0.705673758865248.1,X0.670212765957447,X0.705673758865248.2
1,0.656028368794326,0.7163120567375891,0.695035460992908,0.6418439716312061,0.705673758865248,0.698581560283688,0.705673758865248,0.6702127659574469,0.705673758865248
