,X0.945266272189349,X0.945266272189349.1,X0.931952662721893,X0.942307692307692,X0.927514792899408,X0.943786982248521,X0.939349112426035,X0.951183431952663,X0.942307692307692.1
1,0.9452662721893491,0.9452662721893491,0.9319526627218929,0.9423076923076921,0.9275147928994079,0.943786982248521,0.9393491124260351,0.9511834319526629,0.9423076923076921
