,X0.828337874659401,X0.850136239782016,X0.859673024523161,X0.833787465940054,X0.821525885558583,X0.859673024523161.1,X0.831062670299727,X0.821525885558583.1,X0.836512261580381
1,0.8283378746594009,0.850136239782016,0.8596730245231609,0.833787465940054,0.821525885558583,0.8596730245231609,0.831062670299727,0.821525885558583,0.836512261580381
