,X0.864035087719298,X0.842105263157895,X0.865497076023392,X0.89766081871345,X0.900584795321637,X0.875730994152047,X0.868421052631579,X0.855263157894737,X0.868421052631579.1
1,0.864035087719298,0.842105263157895,0.8654970760233921,0.8976608187134499,0.900584795321637,0.875730994152047,0.8684210526315791,0.8552631578947372,0.8684210526315791
