,X0.83187134502924,X0.808479532163743,X0.83187134502924.1,X0.874269005847953,X0.859649122807018,X0.85233918128655,X0.846491228070175,X0.818713450292398,X0.840643274853801
1,0.83187134502924,0.8084795321637429,0.83187134502924,0.874269005847953,0.859649122807018,0.8523391812865501,0.8464912280701751,0.8187134502923978,0.8406432748538009
