,X0.985207100591716,X0.985207100591716.1,X0.982248520710059,X0.982248520710059.1,X0.983727810650888,X0.988165680473373,X0.976331360946746,X0.989644970414201,X0.995562130177515
1,0.9852071005917159,0.9852071005917159,0.9822485207100591,0.9822485207100591,0.983727810650888,0.9881656804733729,0.976331360946746,0.9896449704142009,0.995562130177515
