,X0.986686390532544,X0.985207100591716,X0.986686390532544.1,X0.982248520710059,X0.977810650887574,X0.99112426035503,X0.97189349112426,X0.986686390532544.2,X0.992603550295858
1,0.9866863905325441,0.9852071005917159,0.9866863905325441,0.9822485207100591,0.9778106508875741,0.99112426035503,0.9718934911242599,0.9866863905325441,0.9926035502958579
