,X0.982248520710059,X0.982248520710059.1,X0.982248520710059.2,X0.988165680473373,X0.979289940828402,X0.994082840236686,X0.973372781065089,X0.980769230769231,X0.983727810650888
1,0.9822485207100591,0.9822485207100591,0.9822485207100591,0.9881656804733729,0.979289940828402,0.9940828402366859,0.9733727810650891,0.9807692307692311,0.983727810650888
