,X0.986686390532544,X0.985207100591716,X0.986686390532544.1,X0.986686390532544.2,X0.979289940828402,X0.992603550295858,X0.97189349112426,X0.986686390532544.3,X0.992603550295858.1
1,0.9866863905325441,0.9852071005917159,0.9866863905325441,0.9866863905325441,0.979289940828402,0.9926035502958579,0.9718934911242599,0.9866863905325441,0.9926035502958579
