,X0.985207100591716,X0.986686390532544,X0.982248520710059,X0.976331360946746,X0.982248520710059.1,X0.986686390532544.1,X0.976331360946746.1,X0.983727810650888,X0.992603550295858
1,0.9852071005917159,0.9866863905325441,0.9822485207100591,0.976331360946746,0.9822485207100591,0.9866863905325441,0.976331360946746,0.983727810650888,0.9926035502958579
