,X0.926470588235294,X0.943850267379679,X0.913101604278075,X0.913101604278075.1,X0.919786096256685,X0.921122994652406,X0.93048128342246,X0.919786096256685.1,X0.914438502673797
1,0.926470588235294,0.943850267379679,0.913101604278075,0.913101604278075,0.9197860962566851,0.9211229946524059,0.93048128342246,0.9197860962566851,0.914438502673797
