,X0.937799043062201,X0.911483253588517,X0.923444976076555,X0.909090909090909,X0.911483253588517.1,X0.87799043062201,X0.909090909090909.1,X0.925837320574163,X0.906698564593301
1,0.937799043062201,0.9114832535885171,0.9234449760765551,0.9090909090909091,0.9114832535885171,0.8779904306220101,0.9090909090909091,0.9258373205741629,0.906698564593301
