,X0.940191387559809,X0.899521531100478,X0.91866028708134,X0.913875598086124,X0.91866028708134.1,X0.899521531100478.1,X0.923444976076555,X0.940191387559809.1,X0.921052631578947
1,0.9401913875598091,0.8995215311004781,0.91866028708134,0.9138755980861241,0.91866028708134,0.8995215311004781,0.9234449760765551,0.9401913875598091,0.921052631578947
