,X0.940191387559809,X0.892344497607656,X0.91866028708134,X0.909090909090909,X0.909090909090909.1,X0.885167464114832,X0.906698564593301,X0.921052631578947,X0.91866028708134.1
1,0.9401913875598091,0.8923444976076558,0.91866028708134,0.9090909090909091,0.9090909090909091,0.8851674641148319,0.906698564593301,0.921052631578947,0.91866028708134
