,0
0,0.9509536784741144
1,0.9509536784741144
2,0.952316076294278
3,0.9414168937329699
4,0.9618528610354224
5,0.9591280653950952
6,0.9373297002724796
7,0.9673024523160764
8,0.9482288828337876
