,X0.706349206349206,X0.722222222222222,X0.718253968253968,X0.722222222222222.1,X0.669312169312169,X0.720899470899471,X0.720899470899471.1,X0.743386243386243,X0.714285714285714
1,0.706349206349206,0.7222222222222221,0.718253968253968,0.7222222222222221,0.669312169312169,0.7208994708994709,0.7208994708994709,0.743386243386243,0.7142857142857142
