,X0.783378746594005,X0.811989100817439,X0.818801089918256,X0.773841961852861,X0.783378746594005.1,X0.807901907356948,X0.79700272479564,X0.776566757493188,X0.794277929155313
1,0.7833787465940051,0.8119891008174391,0.818801089918256,0.7738419618528609,0.7833787465940051,0.807901907356948,0.7970027247956399,0.7765667574931879,0.7942779291553129
