,X0.775204359673024,X0.802452316076294,X0.801089918256131,X0.762942779291553,X0.76566757493188,X0.794277929155313,X0.787465940054496,X0.760217983651226,X0.790190735694823
1,0.7752043596730241,0.8024523160762941,0.801089918256131,0.7629427792915531,0.76566757493188,0.7942779291553129,0.7874659400544959,0.7602179836512261,0.790190735694823
