,X0.711940298507463,X0.714925373134328,X0.688059701492537,X0.738805970149254,X0.738805970149254.1,X0.723880597014925,X0.741791044776119,X0.753731343283582,X0.747761194029851
1,0.711940298507463,0.714925373134328,0.6880597014925369,0.7388059701492541,0.7388059701492541,0.723880597014925,0.741791044776119,0.753731343283582,0.747761194029851
