,X0.683582089552239,X0.72089552238806,X0.68955223880597,X0.72089552238806.1,X0.72089552238806.2,X0.711940298507463,X0.737313432835821,X0.756716417910448,X0.759701492537313
1,0.683582089552239,0.7208955223880601,0.6895522388059699,0.7208955223880601,0.7208955223880601,0.711940298507463,0.737313432835821,0.756716417910448,0.759701492537313
