,X0.717910447761194,X0.738805970149254,X0.707462686567164,X0.726865671641791,X0.717910447761194.1,X0.726865671641791.1,X0.744776119402985,X0.756716417910448,X0.759701492537313
1,0.7179104477611941,0.7388059701492541,0.707462686567164,0.7268656716417908,0.7179104477611941,0.7268656716417908,0.7447761194029849,0.756716417910448,0.759701492537313
