,X0.95414201183432,X0.960059171597633,X0.948224852071006,X0.968934911242604,X0.940828402366864,X0.976331360946746,X0.942307692307692,X0.964497041420118,X0.96301775147929
1,0.95414201183432,0.9600591715976329,0.948224852071006,0.968934911242604,0.940828402366864,0.976331360946746,0.9423076923076921,0.9644970414201179,0.96301775147929
