,X0.957100591715976,X0.960059171597633,X0.949704142011834,X0.961538461538462,X0.95414201183432,X0.965976331360947,X0.945266272189349,X0.965976331360947.1,X0.960059171597633.1
1,0.957100591715976,0.9600591715976329,0.9497041420118341,0.961538461538462,0.95414201183432,0.9659763313609471,0.9452662721893491,0.9659763313609471,0.9600591715976329
