,X0.914666666666667,X0.914666666666667.1,X0.921333333333333,X0.914666666666667.2,X0.953333333333333,X0.925333333333333,X0.917333333333333,X0.932,X0.916
1,0.914666666666667,0.914666666666667,0.921333333333333,0.914666666666667,0.953333333333333,0.925333333333333,0.917333333333333,0.932,0.9159999999999999
