,X0.901333333333333,X0.914666666666667,X0.910666666666667,X0.905333333333333,X0.941333333333333,X0.917333333333333,X0.904,X0.922666666666667,X0.904.1
1,0.901333333333333,0.914666666666667,0.9106666666666671,0.905333333333333,0.941333333333333,0.917333333333333,0.904,0.922666666666667,0.904
