,X0.796650717703349,X0.80622009569378,X0.811004784688995,X0.751196172248804,X0.787081339712919,X0.751196172248804.1,X0.758373205741627,X0.782296650717703,X0.748803827751196
1,0.7966507177033492,0.8062200956937801,0.8110047846889951,0.7511961722488041,0.787081339712919,0.7511961722488041,0.758373205741627,0.7822966507177029,0.7488038277511959
