,X0.796650717703349,X0.779904306220096,X0.818181818181818,X0.712918660287081,X0.763157894736842,X0.736842105263158,X0.767942583732057,X0.767942583732057.1,X0.772727272727273
1,0.7966507177033492,0.7799043062200959,0.818181818181818,0.712918660287081,0.763157894736842,0.736842105263158,0.767942583732057,0.767942583732057,0.7727272727272729
